"","sp","edge","hmin","hmax"
"1",4,4,0.0374000280364924,0.0374000280364924
"2",23,23,0.0879354614856792,0.0879354614856792
"3",23,23,0.102045020035126,0.102045020035126
"4",25,25,0.165244350048702,0.165244350048702
"5",32,32,0.57830398758836,0.57830398758836
"6",38,38,0.415096999152231,0.415096999152231
"7",38,38,0.340372031368523,0.340372031368523
"8",41,41,0.207912335783442,0.207912335783442
"9",58,58,0.167183476084095,0.167183476084095
"10",62,62,0.416964758344093,0.416964758344093
